NN match: P0=nn vs P1=nn
  P0: nn nn_models/M_55k_snap6th/best.pt
  P1: nn nn_models/M_55k_game6th/best.pt
  sims:     500 (mcts seats only)
  c_uct:    1.4
  n_random_fencing: 4
  fpu_offset: 0.0
  mcts_temperature: 0.2
  nn_temperature: 0.0
  games:    200 (seeds 0..199)
  jobs:     4

lib/python3.10/site-packages/torch/_utils.py:783: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
lib/python3.10/site-packages/torch/_utils.py:783: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
lib/python3.10/site-packages/torch/_utils.py:783: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
lib/python3.10/site-packages/torch/_utils.py:783: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
[  1/200] seed=  1 SP=0 P0= 27 P1= 23 (P0)  P0W=1 P1W=0 D=0  avgM=+4.00  t=1.4s elapsed=3s eta=619s
[ 91/200] seed= 89 SP=1 P0= 41 P1= 21 (P0)  P0W=68 P1W=23 D=0  avgM=+4.35  t=1.9s elapsed=38s eta=45s
[ 92/200] seed= 91 SP=1 P0= 31 P1= 23 (P0)  P0W=69 P1W=23 D=0  avgM=+4.39  t=1.0s elapsed=38s eta=44s
[ 93/200] seed= 92 SP=0 P0= 28 P1= 30 (P1)  P0W=69 P1W=24 D=0  avgM=+4.32  t=1.1s elapsed=38s eta=44s
[ 94/200] seed= 94 SP=0 P0= 36 P1= 22 (P0)  P0W=70 P1W=24 D=0  avgM=+4.43  t=1.1s elapsed=39s eta=44s
[ 95/200] seed= 95 SP=0 P0= 27 P1= 21 (P0)  P0W=71 P1W=24 D=0  avgM=+4.44  t=1.1s elapsed=39s eta=43s
[ 96/200] seed= 96 SP=1 P0= 31 P1= 28 (P0)  P0W=72 P1W=24 D=0  avgM=+4.43  t=1.3s elapsed=39s eta=43s
[ 97/200] seed= 97 SP=0 P0= 24 P1= 26 (P1)  P0W=72 P1W=25 D=0  avgM=+4.36  t=1.0s elapsed=40s eta=42s
[ 98/200] seed= 93 SP=1 P0= 35 P1= 27 (P0)  P0W=73 P1W=25 D=0  avgM=+4.40  t=2.5s elapsed=40s eta=41s
[ 99/200] seed= 98 SP=0 P0= 29 P1= 25 (P0)  P0W=74 P1W=25 D=0  avgM=+4.39  t=1.3s elapsed=40s eta=41s
[100/200] seed= 99 SP=1 P0= 24 P1= 25 (P1)  P0W=74 P1W=26 D=0  avgM=+4.34  t=0.9s elapsed=40s eta=40s
[101/200] seed=100 SP=1 P0= 32 P1= 26 (P0)  P0W=75 P1W=26 D=0  avgM=+4.36  t=1.1s elapsed=41s eta=40s
[102/200] seed=101 SP=0 P0= 24 P1= 28 (P1)  P0W=75 P1W=27 D=0  avgM=+4.27  t=1.4s elapsed=41s eta=40s
[103/200] seed=103 SP=1 P0= 24 P1= 25 (P1)  P0W=75 P1W=28 D=0  avgM=+4.22  t=1.0s elapsed=41s eta=39s
[104/200] seed=102 SP=0 P0= 25 P1= 24 (P0)  P0W=76 P1W=28 D=0  avgM=+4.19  t=1.4s elapsed=41s eta=38s
[105/200] seed=104 SP=1 P0= 29 P1= 27 (P0)  P0W=77 P1W=28 D=0  avgM=+4.17  t=1.3s elapsed=42s eta=38s
[106/200] seed=105 SP=0 P0= 27 P1= 30 (P1)  P0W=77 P1W=29 D=0  avgM=+4.10  t=1.1s elapsed=42s eta=38s
[107/200] seed=107 SP=0 P0= 24 P1= 29 (P1)  P0W=77 P1W=30 D=0  avgM=+4.02  t=1.0s elapsed=42s eta=37s
[108/200] seed=109 SP=1 P0= 29 P1= 23 (P0)  P0W=78 P1W=30 D=0  avgM=+4.04  t=1.0s elapsed=43s eta=37s
[109/200] seed=106 SP=1 P0= 37 P1= 24 (P0)  P0W=79 P1W=30 D=0  avgM=+4.12  t=2.3s elapsed=43s eta=36s
[110/200] seed=108 SP=0 P0= 25 P1= 27 (P1)  P0W=79 P1W=31 D=0  avgM=+4.06  t=1.9s elapsed=44s eta=36s
[111/200] seed=112 SP=0 P0= 27 P1= 27 (P1)  P0W=79 P1W=32 D=0  avgM=+4.03  t=0.9s elapsed=44s eta=36s
[112/200] seed=111 SP=0 P0= 30 P1= 25 (P0)  P0W=80 P1W=32 D=0  avgM=+4.04  t=1.1s elapsed=44s eta=35s
[113/200] seed=110 SP=1 P0= 34 P1= 27 (P0)  P0W=81 P1W=32 D=0  avgM=+4.06  t=2.4s elapsed=45s eta=35s
[114/200] seed=113 SP=0 P0= 32 P1= 25 (P0)  P0W=82 P1W=32 D=0  avgM=+4.09  t=1.2s elapsed=45s eta=34s
[115/200] seed=114 SP=0 P0= 33 P1= 30 (P0)  P0W=83 P1W=32 D=0  avgM=+4.08  t=0.9s elapsed=45s eta=33s
[116/200] seed=115 SP=1 P0= 31 P1= 30 (P0)  P0W=84 P1W=32 D=0  avgM=+4.05  t=1.4s elapsed=46s eta=33s
[117/200] seed=116 SP=0 P0= 29 P1= 21 (P0)  P0W=85 P1W=32 D=0  avgM=+4.09  t=1.1s elapsed=46s eta=33s
[118/200] seed=117 SP=0 P0= 30 P1= 18 (P0)  P0W=86 P1W=32 D=0  avgM=+4.15  t=1.3s elapsed=46s eta=32s
